922390	0.031131	5.67965
922390	0.043533	361.313
922390	0.05518	0.00742723
922390	0.074664	4368.96
922390	0.08672	4.71848
922390	0.111	1.79127
922390	0.11766	12.2331
922390	0.18615	2.88351
922390	0.1874	0.58981
922390	0.19197	0.244662
922390	0.19685	0.192234
922390	0.20119	0.179127
922390	0.2317	0.270876
922390	0.25525	0.244662
922390	0.25847	0.227186
922390	0.26077	0.200972
922390	0.29684	0.139807
922390	0.29684	0.139807
922390	0.30198	0.131069
922390	0.30417	0.152914
922390	0.31205	0.480586
922390	0.32171	0.104855
922390	0.34374	0.170389
922390	0.34512	0.270876
922390	0.3631	0.0742723
922390	0.37352	1.83496
922390	0.37807	0.961171
922390	0.38143	0.131069
922390	0.3953	0.131069
922390	0.3994	0.0436896
922390	0.4077	0.310196
922390	0.4347	0.388837
922390	0.44815	0.742723
922390	0.4556	0.279613
922390	0.47449	0.310196
922390	0.48687	5.24275
922390	0.49268	0.406313
922390	0.4992	0.131069
922390	0.50477	0.384468
922390	0.5141	0.0611654
922390	0.51792	0.266507
922390	0.52207	0.205341
922390	0.5305	0.104855
922390	0.53275	0.183496
922390	0.53501	0.117962
922390	0.54458	0.310196
922390	0.5481	0.179127
922390	0.5639	0.109224
922390	0.56614	0.179127
922390	0.57749	0.152914
922390	0.57749	0.152914
922390	0.58777	2.05341
922390	0.60268	0.428158
922390	0.624	0.611654
922390	0.63109	6.55344
922390	0.64617	0.205341
922390	0.6585	0.0524275
922390	0.66224	16.1652
922390	0.66408	0.830102
922390	0.69523	0.384468
922390	0.70093	0.183496
922390	0.70348	0.244662
922390	0.70729	0.257769
922390	0.71035	0.109224
922390	0.71409	0.353886
922390	0.72287	2.44662
922390	0.73092	1.09224
922390	0.74564	0.345148
922390	0.74808	9.17482
922390	0.75285	0.131069
922390	0.77295	0.310196
922390	0.77473	1.48545
922390	0.77958	0.104855
922390	0.78819	0.484955
922390	0.7913	0.786413
922390	0.79355	0.266507
922390	0.81293	6.99034
922390	0.81922	13.1069
922390	0.83186	0.310196
922390	0.8403	0.406313
922390	0.8441	14.4176
922390	0.84645	3.40779
922390	0.8491	0.148545
922390	0.86357	0.0655344
922390	0.8673	0.139807
922390	0.87435	0.345148
922390	0.87614	0.179127
922390	0.8845	1.09224
922390	0.88956	2.05341
922390	0.89531	0.161652
922390	0.91741	0.279613
922390	0.92087	0.257769
922390	0.9227	0.104855
922390	0.92818	0.524275
922390	0.93161	0.428158
922390	0.93308	3.23303
922390	0.939	0.0349517
922390	0.95922	0.611654
922390	0.96109	1.57283
922390	0.9643	7.86413
922390	0.96558	0.192234
922390	0.97454	0.353886
922390	0.99221	0.279613
922390	1.01814	0.0961171
922390	1.04041	0.0961171
922390	1.06585	0.0611654
922390	1.07888	0.139807
922390	1.09699	0.235924
922390	1.1228	0.0611654
922390	1.1614	0.0873792
922390	1.1969	0.0830102
922390	1.2049	0.139807
932390	0.00785	0.878878
932390	0.0184	0.755482
932390	0.04466	9.854
932390	0.04941	9.854
932390	0.05728	9.854
932390	0.0573	0.36384
932390	0.06146	97.782
932390	0.06786	6.9736
932390	0.08806	0.4548
932390	0.101965	0.06064
932390	0.106123	2061.76
932390	0.10647	3.7142
932390	0.1244	0.758
932390	0.16639	1.2886
932390	0.1817	6.1398
932390	0.209753	259.236
932390	0.22638	21.224
932390	0.22783	38.658
932390	0.228183	815.608
932390	0.2544	8.338
932390	0.27284	5.8366
932390	0.277599	1090
932390	0.28546	59.882
932390	0.31588	121.28
932390	0.32226	0.39416
932390	0.33431	156.906
932390	0.3924	0.12128
932390	0.4295	0.29562
932390	0.4347	0.9854
932390	0.4476	0.019708
932390	0.4542	0.062156
932390	0.4619	0.12128
932390	0.4698	0.08338
932390	0.4843	0.0758
932390	0.4923	0.4548
